g1	g0	g2	g3	g6	g4	g9	g5	g7	g8	g12	g11	g14	g13	g15	g10	g19	g18	g17	g16	g20
Gelse-mpi.v2.1-MPIG000440	0.0800135747186889	0.0174147616449427	0	0.0609383694192791	0.0139010056258028	0.0208787160465462	0.0401955102151046	0.0243672023829055	0.048913307963874	0.0272082689007878	0.0618917484614141	0	0	0.0951359536583472	0.148978238633869	0	0	0	0	0.137150235445684	0
Gelse-mpi.v2.1-MPIG000460	2.00884648859263	0.0966946372395132	0.16560100481065	0.235907986050406	1.52569175164896	0.0939802294476349	0.431212630308806	0.162970023215125	1.88257371103058	0.182092193624042	0	0.383197475165342	0.566428359522632	2.28155663517653	1.57182730767577	0.359958138657041	1.38261171905179	0	0.183881493637005	1.2530535259983	0
Gelse-mpi.v2.1-MPIG000470	0.0880924614861715	0.0985979130703542	0.0626573090043877	0.0556670229172861	0.0861597727463803	0.108330779845473	0.0943968664951963	0.0535591760051188	0.160300669475758	0.0176188070331801	0	0.432063182821985	0.475696730472854	0.0653114208591075	0	0.423859913055511	0.617664343867054	0	0	0.12228658315427	0
Gelse-mpi.v2.1-MPIG000480	0.458191736015406	0.406943348251793	0.32256992030358	0.359702076253098	0.464456362150804	0.490021003446902	0.37549939575923	0.35206407590874	0.389371004938943	0.395720985246004	0.75408281091969	0.358494577054153	0.425891499301841	0.705918168987551	1.02922594375834	0.321073421132917	0.897148314974138	0.163185185095223	0	0.314153141410681	0
Gelse-mpi.v2.1-MPIG000490	0.164131455671841	0.220740524995421	0.0800927596423959	0.284165953338402	0.145233038404943	0.11121711399428	0.188988542708751	0.251864754800304	0.183348179420111	0.187191108804272	0.428874251805293	0.178919986650869	0	0.352996036824582	0	0.174551068499616	0.204579991701563	0	0.262060464220933	0.122729879582515	0
Gelse-mpi.v2.1-MPIG000500	0.319813242770287	0.326980502476445	0.386913559399788	0.349724888630675	0.28367845615121	0.28638312544473	0.359236610069857	0.36718307588006	0.276761843489028	0.250289754051564	0.533351802035685	0.269274879486769	0.584610658489917	0.328857387009541	0.61838238015344	0.394682273922208	0.398181969827752	0.861821306740018	0	0.695780674563597	0
Gelse-mpi.v2.1-MPIG000510	0.206282559935493	0.555395212205621	0.413061939384088	0.274237097470672	0.261045394332947	0.307269507101425	0.183419266526026	0.271074209639051	0.146192442750528	0.258123914822103	0.0635489363131589	0.421899657936368	0.561757873548388	0.245748786441743	0.724766084330552	0.533017413794832	0	0	0.359179527950779	0.656197868989502	0
Gelse-mpi.v2.1-MPIG000520	0.0347475150318291	0.0506486779256095	0.0247672276348785	0.0155147706796672	0.0386105492009342	0.0401681394210595	0.0167132947445164	0	0.0436042860614815	0.102767932311808	0	0	0	0	0	0.014941149447457	0	0.255042217320656	0	0.18999933773962	0
Gelse-mpi.v2.1-MPIG000530	0.671939743858743	0.399996441974103	0.483833681107421	0.447753945522905	0.769731314260775	0.697097102591462	0.601525435395594	0.441525253172811	0.824118977337752	0.310229426700649	0.564870977655241	0.458355610538767	0.230351851668928	0.958482227612661	0.823768252069486	0.57379504849397	0.705136138389159	0.829153384984078	0.593868385356621	0.419728559833171	0.53464441075424
Gelse-mpi.v2.1-MPIG000540	0.0098998947383774	0.075233035439491	0.034215937247795	0.0444526211143308	0.086305023282659	0.092088388514538	0.131882400925994	0	0.0413812453708945	0.0204798874445233	0.0426452938311747	0.126135507819443	0.1056971443139	0	0	0.0762856594391015	0.542434420478172	0.22978972201297	0	0	0.584042466677621
